uri,artist_names,track_name,peak_rank,weeks_on_chart,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,duration_ms
spotify:track:27X3qzgB0Show6qfw5wNOK,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),97,5,0.669,0.812,5,-4.597,1,0.11,0.256,0.0,0.0773,159.934,4,189463
spotify:track:2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,12,78,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,117.948,4,157606
spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,2,134,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,155.008,4,312820
spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,Polo G,Martin & Gina,116,20,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,93.924,4,132833
spotify:track:4HYDUMY0xSpeBr0AMY9cUz,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,19,36,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,90.013,4,219048
spotify:track:4HBZA5flZLE435QTztThqH,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),2,43,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,178.765,3,228482
spotify:track:7kDUspsoYfLkWnZR7qwHZl,"Machine Gun Kelly, blackbear",my ex's best friend (with blackbear),39,29,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,124.939,4,139461
spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,1,155,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,75.023,4,166606
spotify:track:11EnQRgRMJwMAesfkB5pnu,"Lele Pons, Guaynaa",Se Te Nota (with Guaynaa),24,24,0.905,0.686,0,-3.152,1,0.0664,0.0907,0.0,0.266,103.013,4,155825
spotify:track:1qDrWA6lyx8cLECdZE7TV7,"Gotye, Kimbra",Somebody That I Used To Know,152,2,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,129.059,4,244885
spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),1,41,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,123.056,4,182200
spotify:track:7k4t7uLgtOxPwTpFmtJNTY,"KAROL G, Nicki Minaj",Tusa,3,69,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,101.085,4,200960
spotify:track:4Lt6GXGzYsa1tgkv3nGSTm,"Jason Derulo, Nuka",Love Not War (The Tampa Beat),105,10,0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,98.013,4,192921
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,157,12,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,117.401,4,253920
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),4,59,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,165.995,4,210800
spotify:track:4C6BlqqMwjFzOXzqpTeoWR,Justin Quiles,Ponte Pa' Mi,141,10,0.878,0.713,5,-4.566,0,0.0948,0.0581,0.0,0.0822,92.028,4,202373
spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",107,7,0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,163.946,4,155210
spotify:track:73O30uMI7n6DuzBmbtO7kC,"Anuel AA, Ozuna",Antes,54,6,0.817,0.737,6,-5.453,0,0.102,0.046,1.57e-05,0.092,93.985,4,206587
spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,153,11,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,173.372,4,266773
spotify:track:6i7zAdNhzUN2k1HcrBxPHG,"Ofenbach, Quarterhead, Norma Jean Martine",Head Shoulders Knees & Toes (feat. Norma Jean Martine),91,25,0.798,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.121,124.962,4,156960
spotify:track:5rZlwNFl01HqLWBQGryKSm,"Pop Smoke, Lil Tjay",Mood Swings (feat. Lil Tjay),12,35,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,179.798,4,213333
spotify:track:6EDO9iiTtwNv6waLwa1UUq,"DJ Khaled, Drake",POPSTAR (feat. Drake),7,33,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,163.071,4,200221
spotify:track:2gqWRRCXnma9L8xQ1RdemQ,The Kid LAROI,SO DONE,46,19,0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,142.592,4,126521
spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,155,4,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,109.021,4,220734
spotify:track:0ZLuW8uOXdFNWcI40C0OC2,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",15,35,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,145.013,4,227478
spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,2,68,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,120.006,4,245426
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,2,159,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,95.01,4,244960
spotify:track:43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over,9,118,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,82.642,4,196077
spotify:track:1f3yAtsJtY87CTmM8RLnxf,Nirvana,Smells Like Teen Spirit,169,9,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,116.761,4,301920
spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,173,3,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,122.016,4,257267
spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,171,16,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,101.654,4,204280
spotify:track:2mt1IqcFyY1zmYZT8Q3xw9,blackbear,hot girl bummer,9,78,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,129.992,1,188344
spotify:track:1mauYRwbpoGQX6itP2FAJC,"Nicky Jam, Romeo Santos",Fan de Tus Fotos,176,1,0.728,0.689,7,-5.718,1,0.0725,0.293,1.26e-05,0.109,170.089,4,197647
spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,63,38,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,169.977,4,202333
spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,137,5,0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,160.984,4,196380
spotify:track:3GtnId3Cm1Xa6joCj08nzW,Justin Quiles,Jeans,35,27,0.807,0.656,3,-4.395,0,0.105,0.0165,0.0,0.0693,83.943,4,185840
spotify:track:4SFknyjLcyTLJFPKD2m96o,BLACKPINK,How You Like That,4,36,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,130.032,4,182956
spotify:track:696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE,2,70,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,116.735,5,163636
spotify:track:30bqVoKjX479ab90a8Pafp,Lil Peep,Star Shopping,152,22,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,93.099,4,142000
spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),1,172,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,159.801,4,218147
spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Electric Love,61,25,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,120.041,4,218107
spotify:track:5gEUDNQvoQjdjklrwPdGwD,"C. Tangana, Ed Maverick",Párteme La Cara,185,1,0.761,0.296,0,-10.22,1,0.0484,0.551,0.000492,0.134,127.938,4,167867
spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,148,42,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,148.033,4,222973
spotify:track:6K4t31amVTZDgR3sKmwUJJ,Tame Impala,The Less I Know The Better,149,50,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,116.879,4,216320
spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Take on Me,188,2,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,84.412,4,225280
spotify:track:2f0pn9DkEJwAzXApnFh5cr,BANNERS,Someone To You,123,24,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,74.988,4,219801
spotify:track:2h9TDNEXRhcDIV3fsoEVq9,"Sam Fischer, Demi Lovato",What Other People Say,190,1,0.652,0.472,7,-8.084,1,0.0399,0.158,0.0,0.121,126.904,4,194890
spotify:track:2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,Hope,42,30,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,146.04,4,110886
spotify:track:6KfoDhO4XUWSbnyKjNp9c4,Conan Gray,Maniac,112,27,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,108.045,4,185773
spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,4,121,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,136.041,4,201661
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,22,12,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,105.143,4,216880
spotify:track:26w9NTiE9NGjW1ZvIOd1So,Bad Bunny,BOOKER T,33,12,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,113.903,4,156430
spotify:track:4umIPjkehX1r7uhmGvXiSV,"Justin Bieber, Quavo",Intentions (feat. Quavo),5,54,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,147.986,4,212867
spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,Clairo,Sofia,49,22,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,112.997,4,188387
spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,41,149,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,107.989,4,258987
spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,2,161,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,103.019,4,247160
spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,6,59,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,110.962,4,237893
spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,6,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,169.928,4,141806
spotify:track:27NovPIUIRrOZoCHxABJwK,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),2,4,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,149.995,4,212000
spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',1,11,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,134.002,4,211560
spotify:track:6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,3,8,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,126.026,4,231041
spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,1,14,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,166.928,4,178147
spotify:track:4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever,6,3,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,81.055,3,298899
spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,7,10,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,130.041,4,210560
spotify:track:5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,8,6,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,130.001,4,287120
spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),1,21,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,178.818,4,137876
spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),3,19,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,110.97,4,208667
spotify:track:6M3PsepEj5gyJoIi7Xvr7u,The Weeknd,Take My Breath - Single Version,7,2,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,120.996,4,220196
spotify:track:5RwV8BvLfX5injfqYodke9,Rauw Alejandro,Todo De Ti,2,13,0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,127.962,4,199604
spotify:track:2vmfvSoZBFAt9hhRoEByLi,"Aventura, Bad Bunny",Volví,10,3,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,175.896,4,230125
spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,14,6,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,107.998,4,172627
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,8,13,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,132.507,4,173347
spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,3,11,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,179.951,4,206710
spotify:track:6hf0RpxTbOprT5nnwzkk8e,"J Balvin, Maria Becerra",Qué Más Pues?,9,12,0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,101.968,4,217773
spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,7,13,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,100.607,4,229227
spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),1,22,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,90.03,4,198082
spotify:track:6KgtcmCF9Ky68XC7ezxl3s,"Lizzo, Cardi B",Rumors (feat. Cardi B),21,1,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,118.992,4,172833
spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),5,17,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,118.091,4,191014
spotify:track:2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,2,13,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,109.997,4,164442
spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,3,20,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,180.917,4,215507
spotify:track:05bfbizlM5AX6Mf1RRyMho,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,14,8,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,172.031,4,261335
spotify:track:0G2zPzWqVjR68iNPmx2TBe,"Mora, Bad Bunny, Sech",Volando - Remix,19,6,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,153.979,4,273474
spotify:track:5eXBXreN3d1zdj6Sa8dS0u,BTS,Permission to Dance,5,6,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,124.925,4,187585
spotify:track:4bF2y8rR7GUjrd5LNEvej3,Ingratax,París,31,4,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,167.933,4,151429
spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,2055,32,5,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,80.511,4,123987
spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,5,24,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,148.088,4,242096
spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Ain't Shit,22,8,0.855,0.488,3,-4.601,1,0.208,0.506,0.0,0.347,124.097,4,174253
spotify:track:27RSJHEA99Y0Vsow7nA37A,"Sech, Jhay Cortez",911 - Remix,35,6,0.816,0.71,7,-3.728,1,0.0398,0.165,0.0,0.292,93.02,4,208631
spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,12,13,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,168.924,3,175933
spotify:track:6w8yBI2vthyN9UnwO4UBWb,"Tiago PZK, LIT killah",Entre Nosotros,34,6,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,170.064,3,192353
spotify:track:3PwRuzdphgedcWVUOVYJ7I,Rauw Alejandro,Cúrame,39,4,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,102.101,4,164706
spotify:track:4HzqWEdAbzcVFDv0pvxV4w,Maluma,Sobrio,41,6,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,177.998,4,201181
spotify:track:1058fW9H3fZA6QjYCdOBad,Camila Cabello,Don't Go Yet,32,4,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,110.108,4,164842
spotify:track:6OufwUcCqo81guU2jAlDVP,Shouse,Love Tonight - Edit,44,7,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,123.028,4,241970
spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,41,16,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,92.003,4,165275
spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",17,13,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,163.929,4,173160
spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,10,18,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,80.015,4,195053
spotify:track:4OwhwvKESFtuu06dTgct7i,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,48,7,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,110.427,4,321556
spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,11,13,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,172.929,4,152667
spotify:track:18vXApRmJSgQ6wG2ll9AOg,Polo G,RAPSTAR,3,19,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,81.039,4,165926
spotify:track:1WedZeiezCmCEOzLwhx0hV,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,33,9,0.813,0.809,3,-5.382,0,0.0846,0.102,1.37e-06,0.377,93.005,4,393280
spotify:track:63aj87TQG6F3RVO5nbG2VQ,"J Balvin, Skrillex",In Da Getto,53,7,0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-05,0.0942,126.986,4,131067
spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,55,16,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,179.626,4,147062
spotify:track:40uMIn2zJLAQhNXghRjBed,Post Malone,Motley Crew,18,6,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,129.915,4,184213
spotify:track:6PDlkWmrq2ZKiUuFt2aQsH,"Justin Quiles, Chimbala, Zion & Lennox",Loco,58,11,0.77,0.899,8,-2.981,1,0.0494,0.222,1.14e-06,0.0894,128.05,4,231604
spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,"Galantis, David Guetta, Little Mix",Heartbreak Anthem (with David Guetta & Little Mix),46,13,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,124.111,4,183726
spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),52,12,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,119.976,4,154983
spotify:track:0W6I02J9xcqK8MtSeosEXb,Doja Cat,Get Into It (Yuh),62,3,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,91.942,4,138293
spotify:track:2CVChktEKBsM6v4IfdFU5k,dhruv,double take,65,6,0.654,0.434,8,-11.163,1,0.0665,0.837,0.0,0.216,109.069,4,171743
spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,João Gomes,Meu Pedaço de Pecado,57,8,0.668,0.887,11,-4.404,0,0.0564,0.369,1.39e-06,0.257,151.92,4,157176
spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,"Majestic, Boney M.",Rasputin,40,17,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,128.04,4,186210
spotify:track:4rPkN1FMzQyFNP9cLUGIIB,Dua Lipa,Love Again,70,6,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,115.982,4,258004
spotify:track:2UbVnbE5FH6008mAm6Mmgw,OneRepublic,Run,56,15,0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,117.003,4,169011
spotify:track:0k4d5YPDr1r7FX77VdqWez,"Doja Cat, The Weeknd",You Right,15,8,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,128.986,4,186173
spotify:track:43qcs9NpJhDxtG91zxFkj7,"Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,29,9,0.839,0.711,6,-4.733,0,0.0473,0.398,2.02e-06,0.118,97.99,4,349547
spotify:track:6wbDn8NI3ygkOeDJiS0ASi,Sefo,Bilmem Mi?,75,2,0.749,0.718,3,-6.096,0,0.0603,0.691,0.0,0.117,89.986,4,186707
spotify:track:6zSpb8dQRaw0M1dK8PBwQz,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,76,1,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,116.032,4,202735
spotify:track:5zFglKYiknIxks8geR8rcL,"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),34,24,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,99.048,4,227395
spotify:track:5zNW5ARjYhJQJz1AChP33n,Megan Thee Stallion,Thot Shit,46,10,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,130.02,4,184635
spotify:track:37y7iDayfwm3WXn5BiAoRk,Steve Lacy,Dark Red,81,2,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,172.041,4,173104
spotify:track:0bI7K9Becu2dtXK1Q3cZNB,"Tiësto, KAROL G",Don't Be Shy,82,1,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,119.986,4,140500
spotify:track:7aZusA4cWXz3Wv9e9uhavz,Matuê,Quer Voar,83,1,0.806,0.595,8,-6.166,0,0.246,0.138,0.0,0.0882,82.492,4,187636
spotify:track:2sXf2JdbB2GlNju00kw9WE,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,33,3,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,112.027,4,203123
spotify:track:39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Levitating,52,22,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,103.014,4,203808
spotify:track:2KcNrONbZ0hvBPjvrDO2tx,Myke Towers,ALMAS GEMELAS,87,3,0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,94.979,4,235411
spotify:track:7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,20,14,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,102.931,4,122773
spotify:track:6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,brutal,9,13,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,123.999,4,143747
spotify:track:0PwFN7vRvY80Hnkoew2x3f,"Rauw Alejandro, Mr. Naisgai",2/Catorce,31,15,0.768,0.56,3,-3.497,1,0.0859,0.709,0.000791,0.115,112.084,3,205714
spotify:track:7MC4XR9M9amdmKQr2iDF7i,"Justin Wellington, Small Jam",Iko Iko (My Bestie),78,11,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,105.039,4,182857
spotify:track:59L8x0xy8njj75vzVCPMqg,"Becky G, El Alfa",FULANITO,89,6,0.93,0.837,7,-4.632,0,0.187,0.256,2.37e-06,0.239,111.898,4,158532
spotify:track:38GBNKZUhfBkk3oNlWzRYd,Billie Eilish,NDA,19,6,0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,85.016,4,195777
spotify:track:1JXBNvlDEl2epKSJ9EOgKX,"The Kid LAROI, Polo G, Stunna Gambino",NOT SOBER (feat. Polo G & Stunna Gambino),36,4,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,119.82,5,216000
spotify:track:1dIWPXMX4kRHj6Dt2DStUQ,"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),104,4,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,93.421,4,161684
spotify:track:2FSGUA0gFgGeQdprjtGM2M,"KAROL G, Mariah Angeliq",EL MAKINON,33,21,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,88.863,4,209160
spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,"Gera MX, Christian Nodal",Botella Tras Botella,9,17,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,106.891,4,197333
spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),6,24,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,136.006,4,192956
spotify:track:4PQdrXMDHDPl1RczrrlADd,Luan Santana,MORENA,111,6,0.526,0.731,11,-4.662,1,0.0887,0.18,0.0,0.0891,86.959,4,193221
spotify:track:2aTKrdenCq5qBOoJPFdn4P,Jamie Miller,Here's Your Perfect,104,7,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,113.12,4,158594
spotify:track:1c1sdxrYLIiuJOlE7PPttb,"Kygo, Zoe Wees",Love Me Now (feat. Zoe Wees),113,1,0.662,0.489,5,-7.067,1,0.0525,0.163,0.0,0.172,102.04,4,195881
spotify:track:161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,45,22,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,145.867,4,217867
spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,Trinidad Cardona,Dinero,33,10,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,119.997,4,160880
